Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"SCG3","Secretogranin III","Protein Coding","Q8WXD2","49","GC15P051681","2.89097261428833","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCG3"
"CRX","Cone-Rod Homeobox","Protein Coding","O43186","54","GC19P047819","2.88891863822937","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRX"
"HMGA2","High Mobility Group AT-Hook 2","Protein Coding","P52926","58","GC12P065824","2.88613319396973","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGA2"
"ACAN","Aggrecan","Protein Coding","P16112","60","GC15P167212","2.88590216636658","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAN"
"CHI3L1","Chitinase 3 Like 1","Protein Coding","P36222","58","GC01M203148","2.88500237464905","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHI3L1"
"UNC13A","Unc-13 Homolog A","Protein Coding","Q9UPW8","53","GC19M096472","2.88384675979614","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC13A"
"TNFRSF11A","TNF Receptor Superfamily Member 11a","Protein Coding","Q9Y6Q6","60","GC18P062325","2.88291835784912","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF11A"
"MPRIP","Myosin Phosphatase Rho Interacting Protein","Protein Coding","Q6WCQ1","50","GC17P017042","2.88206505775452","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPRIP"
"IGFBP6","Insulin Like Growth Factor Binding Protein 6","Protein Coding","P24592","56","GC12P053097","2.88184094429016","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP6"
"DNAH5","Dynein Axonemal Heavy Chain 5","Protein Coding","Q8TE73","50","GC05M013693","2.88161969184875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAH5"
"TET2","Tet Methylcytosine Dioxygenase 2","Protein Coding","Q6N021","58","GC04P105145","2.8802011013031","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TET2"
"YAP1","Yes1 Associated Transcriptional Regulator","Protein Coding","P46937","60","GC11P102110","2.87960743904114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YAP1"
"BLK","BLK Proto-Oncogene, Src Family Tyrosine Kinase","Protein Coding","P51451","62","GC08P011486","2.87762928009033","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLK"
"SIRT3","Sirtuin 3","Protein Coding","Q9NTG7","60","GC11M000215","2.87597107887268","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT3"
"SOX2","SRY-Box Transcription Factor 2","Protein Coding","P48431","59","GC03P181711","2.87589454650879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX2"
"CCR2","C-C Motif Chemokine Receptor 2","Protein Coding","P41597","58","GC03P059719","2.87399244308472","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR2"
"IDO1","Indoleamine 2,3-Dioxygenase 1","Protein Coding","P14902","59","GC08P040556","2.87323999404907","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDO1"
"MIR31","MicroRNA 31","RNA Gene","","29","GC09M022191","2.87255573272705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR31"
"DSP","Desmoplakin","Protein Coding","P15924","63","GC06P007541","2.86623644828796","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSP"
"NMU","Neuromedin U","Protein Coding","P48645","48","GC04M055595","2.85817050933838","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMU"
"NCOR2","Nuclear Receptor Corepressor 2","Protein Coding","Q9Y618","56","GC12M124324","2.85787677764893","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOR2"
"MIR30E","MicroRNA 30e","RNA Gene","","32","GC01P040754","2.85591602325439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30E"
"TAFA4","TAFA Chemokine Like Family Member 4","Protein Coding","Q96LR4","41","GC03M068714","2.85567808151245","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAFA4"
"GRIN1","Glutamate Ionotropic Receptor NMDA Type Subunit 1","Protein Coding","Q05586","63","GC09P137138","2.8527991771698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN1"
"RELA","RELA Proto-Oncogene, NF-KB Subunit","Protein Coding","Q04206","64","GC11M065653","2.85099935531616","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RELA"
"MET","MET Proto-Oncogene, Receptor Tyrosine Kinase","Protein Coding","P08581","67","GC07P116672","2.84974527359009","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MET"
"FADS2","Fatty Acid Desaturase 2","Protein Coding","O95864","54","GC11P061792","2.84650278091431","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FADS2"
"IDE","Insulin Degrading Enzyme","Protein Coding","P14735","61","GC10M092451","2.84597301483154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDE"
"DGKG","Diacylglycerol Kinase Gamma","Protein Coding","P49619","51","GC03M186105","2.84503579139709","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGKG"
"PKP2","Plakophilin 2","Protein Coding","Q99959","56","GC12M032790","2.84289360046387","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKP2"
"RFX6","Regulatory Factor X6","Protein Coding","Q8HWS3","51","GC06P116877","2.84168291091919","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFX6"
"PROX1","Prospero Homeobox 1","Protein Coding","Q92786","55","GC01P213983","2.84029483795166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROX1"
"SCNN1B","Sodium Channel Epithelial 1 Subunit Beta","Protein Coding","P51168","61","GC16P023278","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCNN1B"
"SLC12A1","Solute Carrier Family 12 Member 1","Protein Coding","Q13621","61","GC15P166303","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A1"
"NHERF1","NHERF Family PDZ Scaffold Protein 1","Protein Coding","O14745","57","GC17P123825","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NHERF1"
"ATP6V1B1","ATPase H+ Transporting V1 Subunit B1","Protein Coding","P15313","56","GC02P070935","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1B1"
"WNK4","WNK Lysine Deficient Protein Kinase 4","Protein Coding","Q96J92","56","GC17P042780","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNK4"
"CENPF","Centromere Protein F","Protein Coding","P49454","55","GC01P214603","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPF"
"CEP41","Centrosomal Protein 41","Protein Coding","Q9BYV8","54","GC07M130393","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP41"
"KLHL3","Kelch Like Family Member 3","Protein Coding","Q9UH77","54","GC05M137617","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL3"
"DYNC2LI1","Dynein Cytoplasmic 2 Light Intermediate Chain 1","Protein Coding","Q8TCX1","52","GC02P043942","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNC2LI1"
"MAGED2","MAGE Family Member D2","Protein Coding","Q9UNF1","52","GC0XP054807","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGED2"
"TCTN2","Tectonic Family Member 2","Protein Coding","Q96GX1","52","GC12P123671","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCTN2"
"ARMC9","Armadillo Repeat Containing 9","Protein Coding","Q7Z3E5","51","GC02P231198","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARMC9"
"B9D2","B9 Domain Containing 2","Protein Coding","Q9BPU9","51","GC19M041354","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B9D2"
"C2CD3","C2 Domain Containing 3 Centriole Elongation Regulator","Protein Coding","Q4AC94","51","GC11M074012","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C2CD3"
"DCDC2","Doublecortin Domain Containing 2","Protein Coding","Q9UHG0","51","GC06M024171","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCDC2"
"GLIS2","GLIS Family Zinc Finger 2","Protein Coding","Q9BZE0","51","GC16P095879","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLIS2"
"TCTN1","Tectonic Family Member 1","Protein Coding","Q2MV58","51","GC12P110614","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCTN1"
"ANKS6","Ankyrin Repeat And Sterile Alpha Motif Domain Containing 6","Protein Coding","Q68DC2","50","GC09M098731","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKS6"
"CEP104","Centrosomal Protein 104","Protein Coding","O60308","50","GC01M003812","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP104"
"MAPKBP1","Mitogen-Activated Protein Kinase Binding Protein 1","Protein Coding","O60336","50","GC15P166152","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPKBP1"
"TMEM138","Transmembrane Protein 138","Protein Coding","Q9NPI0","50","GC11P093480","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM138"
"TMEM107","Transmembrane Protein 107","Protein Coding","Q6UX40","49","GC17M084193","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM107"
"CEP83","Centrosomal Protein 83","Protein Coding","Q9Y592","48","GC12M094265","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP83"
"TRAPPC3","Trafficking Protein Particle Complex Subunit 3","Protein Coding","O43617","48","GC01M036136","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAPPC3"
"B9D1","B9 Domain Containing 1","Protein Coding","Q9UPM9","47","GC17M019334","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B9D1"
"KIAA0753","KIAA0753","Protein Coding","Q2KHM9","47","GC17M006578","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIAA0753"
"TMEM216","Transmembrane Protein 216","Protein Coding","Q9P0N5","47","GC11P093478","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM216"
"ARL6IP6","ADP Ribosylation Factor Like GTPase 6 Interacting Protein 6","Protein Coding","Q8N6S5","46","GC02P152717","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARL6IP6"
"TSPOAP1","TSPO Associated Protein 1","Protein Coding","O95153","46","GC17M085739","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPOAP1"
"LRRC45","Leucine Rich Repeat Containing 45","Protein Coding","Q96CN5","45","GC17P082023","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC45"
"SLX4IP","SLX4 Interacting Protein","Protein Coding","Q5VYV7","41","GC20P010435","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLX4IP"
"IQCC","IQ Motif Containing C","Protein Coding","Q4KMZ1","40","GC01P032205","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQCC"
"LOC129934936","ATAC-STARR-Seq Lymphoblastoid Active Region 16656","Functional Element","","6","GC02P152735","2.8390793800354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC129934936"
"CDKN2C","Cyclin Dependent Kinase Inhibitor 2C","Protein Coding","P42773","56","GC01P050960","2.83796691894531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2C"
"FGB","Fibrinogen Beta Chain","Protein Coding","P02675","59","GC04P154693","2.83651828765869","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGB"
"ATRN","Attractin","Protein Coding","O75882","48","GC20P003471","2.83539462089539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATRN"
"SPEN","Spen Family Transcriptional Repressor","Protein Coding","Q96T58","54","GC01P051542","2.83381319046021","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPEN"
"MIR103A1","MicroRNA 103a-1","RNA Gene","","27","GC05M168560","2.8309211730957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR103A1"
"NPR3","Natriuretic Peptide Receptor 3","Protein Coding","P17342","57","GC05P032689","2.82974624633789","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPR3"
"HDAC9","Histone Deacetylase 9","Protein Coding","Q9UKV0","63","GC07P018086","2.8285448551178","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC9"
"MIR210","MicroRNA 210","RNA Gene","","30","GC11M012505","2.82584762573242","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR210"
"IKBKB","Inhibitor Of Nuclear Factor Kappa B Kinase Subunit Beta","Protein Coding","O14920","67","GC08P042271","2.82363486289978","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKBKB"
"SHC1","SHC Adaptor Protein 1","Protein Coding","P29353","58","GC01M154962","2.82357692718506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHC1"
"ZIC1","Zic Family Member 1","Protein Coding","Q15915","57","GC03P147393","2.82301759719849","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZIC1"
"MIR124-1","MicroRNA 124-1","RNA Gene","","28","GC08M009903","2.82301759719849","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR124-1"
"CREB1","CAMP Responsive Element Binding Protein 1","Protein Coding","P16220","63","GC02P207529","2.82131791114807","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREB1"
"SSTR5","Somatostatin Receptor 5","Protein Coding","P35346","55","GC16P095757","2.81352806091309","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSTR5"
"PLIN2","Perilipin 2","Protein Coding","Q99541","55","GC09M019278","2.80870318412781","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLIN2"
"APCDD1","APC Down-Regulated 1","Protein Coding","Q8J025","52","GC18P010454","2.80427193641663","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APCDD1"
"HNF1A-AS1","HNF1A Antisense RNA 1","RNA Gene","","28","GC12M123804","2.79896521568298","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF1A-AS1"
"HTR6","5-Hydroxytryptamine Receptor 6","Protein Coding","P50406","52","GC01P051790","2.79836440086365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR6"
"SNORD44","Small Nucleolar RNA, C/D Box 44","RNA Gene","","21","GC01M174982","2.79567265510559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD44"
"FOXP3","Forkhead Box P3","Protein Coding","Q9BZS1","60","GC0XM049250","2.79388833045959","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXP3"
"RNASEL","Ribonuclease L","Protein Coding","Q05823","57","GC01M182573","2.79262518882751","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEL"
"SHANK3","SH3 And Multiple Ankyrin Repeat Domains 3","Protein Coding","Q9BYB0","52","GC22P076396","2.7910532951355","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHANK3"
"PGM2L1","Phosphoglucomutase 2 Like 1","Protein Coding","Q6PCE3","45","GC11M074330","2.78797149658203","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGM2L1"
"PCDH15","Protocadherin Related 15","Protein Coding","Q96QU1","55","GC10M053802","2.7838613986969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDH15"
"VHL","Von Hippel-Lindau Tumor Suppressor","Protein Coding","P40337","60","GC03P022792","2.78310251235962","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VHL"
"LOC126862549","BRD4-Independent Group 4 Enhancer GRCh37_chr17:36093401-36094600","Functional Element","","9","GC17P125287","2.77323055267334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126862549"
"RETSAT","Retinol Saturase","Protein Coding","Q6NUM9","46","GC02M085344","2.77055096626282","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RETSAT"
"FGFR4","Fibroblast Growth Factor Receptor 4","Protein Coding","P22455","65","GC05P177086","2.7694239616394","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR4"
"SLC10A2","Solute Carrier Family 10 Member 2","Protein Coding","Q12908","55","GC13M103043","2.76594352722168","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC10A2"
"IL33","Interleukin 33","Protein Coding","O95760","52","GC09P009584","2.75210475921631","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL33"
"ABCG2","ATP Binding Cassette Subfamily G Member 2 (JR Blood Group)","Protein Coding","Q9UNQ0","63","GC04M088090","2.74700331687927","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCG2"
"HULC","Hepatocellular Carcinoma Up-Regulated Long Non-Coding RNA","RNA Gene","","29","GC06P008486","2.74625539779663","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HULC"
"MIR30A","MicroRNA 30a","RNA Gene","","28","GC06M071403","2.74610114097595","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30A"
"PITRM1","Pitrilysin Metallopeptidase 1","Protein Coding","Q5JRX3","54","GC10M003138","2.7460196018219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PITRM1"
"SMARCE1","SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily E, Member 1","Protein Coding","Q969G3","58","GC17M040624","2.74579524993896","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCE1"
"HESX1","HESX Homeobox 1","Protein Coding","Q9UBX0","51","GC03M057207","2.74332571029663","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HESX1"
"RHEB","Ras Homolog, MTORC1 Binding","Protein Coding","Q15382","62","GC07M151466","2.74234795570374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHEB"
"PJA1","Praja Ring Finger Ubiquitin Ligase 1","Protein Coding","Q8NG27","51","GC0XM069160","2.74135446548462","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PJA1"
"MEMO1","Mediator Of Cell Motility 1","Protein Coding","Q9Y316","45","GC02M031865","2.74135446548462","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEMO1"
"SDHC","Succinate Dehydrogenase Complex Subunit C","Protein Coding","Q99643","55","GC01P161314","2.74128413200378","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHC"
"RNU1-1","RNA, U1 Small Nuclear 1","RNA Gene","","21","GC01M016514","2.73911666870117","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU1-1"
"KDM5C","Lysine Demethylase 5C","Protein Coding","P41229","59","GC0XM053176","2.73814225196838","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM5C"
"SYNE1","Spectrin Repeat Containing Nuclear Envelope Protein 1","Protein Coding","Q8NF91","54","GC06M152121","2.73559498786926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNE1"
"INSIG1","Insulin Induced Gene 1","Protein Coding","O15503","51","GC07P155297","2.73187112808228","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSIG1"
"RAB18","RAB18, Member RAS Oncogene Family","Protein Coding","Q9NP72","51","GC10P027504","2.73043513298035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB18"
"RAB28","RAB28, Member RAS Oncogene Family","Protein Coding","P51157","51","GC04M013361","2.72954201698303","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB28"
"AIF1","Allograft Inflammatory Factor 1","Protein Coding","P55008","51","GC06P144763","2.72875499725342","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIF1"
"CRB1","Crumbs Cell Polarity Complex Component 1","Protein Coding","P82279","56","GC01P197208","2.72284126281738","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRB1"
"ZEB2","Zinc Finger E-Box Binding Homeobox 2","Protein Coding","O60315","61","GC02M144384","2.72257041931152","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZEB2"
"PROKR2","Prokineticin Receptor 2","Protein Coding","Q8NFJ6","53","GC20M009949","2.72185492515564","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROKR2"
"SUFU","SUFU Negative Regulator Of Hedgehog Signaling","Protein Coding","Q9UMX1","55","GC10P113124","2.71823763847351","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUFU"
